Date,H_M_S,Hour,WeekDay,Mail,Name,Subject
2023-02-28,06:05:49,06h-07h,Tuesday,announce@parallels-universe.com,"Parallels, Inc.",¡Plazo AMPLIADO! ¡Solo quedan 12 horas! Paquete premium de Parallels de aplicaciones para Mac: Ahorre 863USD  
2023-02-23,16:07:34,16h-17h,Thursday,team@deta.sh,Deta,Deta News: Captain's Log 0001
2023-02-27,12:02:42,12h-13h,Monday,announce@parallels-universe.com,"Parallels, Inc.",¡Quedan 4 horas para conseguir un 90% de descuento! Compre ahora el paquete de Parallels de aplicaciones para Mac  
2023-02-27,06:05:53,06h-07h,Monday,announce@parallels-universe.com,"Parallels, Inc.",¡Quedan 12 horas para poder ahorrar 863USD! Consiga 14 aplicaciones GRATIS con la compra  
2023-02-26,15:00:24,15h-16h,Sunday,Microsoft@e-mail.microsoft.com,Microsoft,Confirming you have registered for an upcoming Cloud Skills Challenge
2023-02-26,12:58:06,12h-13h,Sunday,account-security-noreply@accountprotection.microsoft.com,Microsoft account,Verify your email address
2023-02-26,06:05:50,06h-07h,Sunday,announce@parallels-universe.com,"Parallels, Inc.",¡Solo queda 1 día! 90% de descuento en el paquete premium de aplicaciones de Parallels  
2023-02-24,17:49:52,17h-18h,Friday,ivan@mail.notion.so,Ivan at Notion,You just got access to Notion AI
2023-02-23,17:51:43,17h-18h,Thursday,avisos@campaign.totalplay.com.mx,Avisos Totalplay,Evalúa a nuestro agente de servicio
2023-02-23,06:06:00,06h-07h,Thursday,announce@parallels-universe.com,"Parallels, Inc.",Compre Parallels Desktop 18 y consiga 14 aplicaciones GRATIS  
2023-02-21,18:59:10,18h-19h,Tuesday,forms-receipts-noreply@google.com,Formularios de Google,PI MLOps
2023-02-21,06:02:47,06h-07h,Tuesday,announce@parallels-universe.com,"Parallels, Inc.",¡Solo quedan unos días! Paquete premium de Parallels de aplicaciones para Mac: Ahorre 863USD  
2023-02-21,05:48:44,05h-06h,Tuesday,linkedin@e.linkedin.com,LinkedIn,"Samekj, find your next job."
2023-02-18,06:06:01,06h-07h,Saturday,announce@parallels-universe.com,"Parallels, Inc.",¡Dese prisa! Compre el paquete premium de Parallels de aplicaciones para Mac antes de que sea muy tarde  
2023-02-18,07:08:23,07h-08h,Saturday,no-reply@accounts.google.com,Google,Security alert
2023-02-18,06:59:02,06h-07h,Saturday,no-reply@accounts.google.com,Google,Security alert
2023-02-16,06:05:46,06h-07h,Thursday,announce@parallels-universe.com,"Parallels, Inc.",Oferta por tiempo limitado - Consiga 14 aplicaciones para Mac GRATIS al adquirir Parallels Desktop 18  
2023-02-15,00:45:11,00h-01h,Wednesday,team@deta.sh,,Welcome to Deta Space
2023-02-15,00:44:08,00h-01h,Wednesday,team@deta.sh,Deta,Deta - Verify Your Email
2023-02-14,09:53:20,09h-10h,Tuesday,announce@parallels-universe.com,"Parallels, Inc.",¡NOVEDAD! 90% de descuento - Compre Parallels Desktop 18 y consiga 14 aplicaciones GRATIS  
2023-02-10,11:36:51,11h-12h,Friday,alumnos@soyhenry.com,Henry,Resultados de tu último checkpoint
2023-02-10,09:58:00,09h-10h,Friday,alumnos@soyhenry.com,Alumnos Henry,HENRY- Checkpoint M6 - DATAFT07
2023-02-10,01:51:45,01h-02h,Friday,noreply@notificaciones.conekta.com,Conekta,CHOP CHOP BIKES ha recibido tu pago
2023-02-10,01:49:10,01h-02h,Friday,noreply@notificaciones.conekta.com,Conekta,Tu referencia esta lista 
2023-02-10,01:47:54,01h-02h,Friday,noreply@notificaciones.conekta.com,Conekta,Paga tu compra de CHOP CHOP BIKES
2023-02-10,01:45:59,01h-02h,Friday,noreply@notificaciones.conekta.com,Conekta,Paga tu compra de CHOP CHOP BIKES
2023-02-10,01:43:12,01h-02h,Friday,elisa@chopchopbikes.com,Elisa Belem Zempoalteca Añorve,Chop Chop Bikes SAPI de CV Pedido (Ref CCB-15765)
2023-02-09,14:51:40,14h-15h,Thursday,avisos@campaign.totalplay.com.mx,Avisos Totalplay,Evalúa a nuestro agente de servicio
2023-02-09,13:33:52,13h-14h,Thursday,informacion@totalplay.com.mx,Información Totalplay,TOTALPLAY REFERENCIAS BANCARIAS
2023-02-09,01:43:09,01h-02h,Thursday,no-reply@accounts.google.com,Google,Help strengthen the security of your Google Account
2023-02-08,10:22:58,10h-11h,Wednesday,linkedin@e.linkedin.com,LinkedIn,"Samekj, you’ve added 10 connections - way to go!"
2023-02-08,06:37:43,06h-07h,Wednesday,linkedin@e.linkedin.com,LinkedIn,Apply today
2023-02-07,18:19:55,18h-19h,Tuesday,no-reply@amazon.com,Ana,Ana te ha enviado información acerca de una devolución de Amazon.com.mx para imprimir
2023-02-07,11:45:02,11h-12h,Tuesday,informacion@totalplay.com.mx,Información Totalplay,Bienvenido a Mi Total Play
2023-02-07,04:44:38,04h-05h,Tuesday,googleplay-noreply@google.com,Google Play,Updates to Google Play Terms of Service
2023-02-07,06:57:49,06h-07h,Tuesday,envios@estadosdecuentatotalplay.com.mx,Totalplay,Estados de Cuenta Totalplay
2023-02-06,13:58:59,13h-14h,Monday,informacion@totalplay.com.mx,TotalPlay,"TotalPlay, Orden de Instalación"
2023-02-06,13:17:44,13h-14h,Monday,avisos@campaign.totalplay.com.mx,Avisos Totalplay,Bienvenid@ a Totalplay
2023-02-03,22:35:55,22h-23h,Friday,kevin@deepnote.com,Kevin @ Deepnote,"Deepnote update: 🤖 Chart recommendations, 🖱 precision chart filtering, and 🔐 Microsoft sign-in & SSO"
2023-02-01,03:34:45,03h-04h,Wednesday,linkedin@e.linkedin.com,Nikita @ LinkedIn Learning,"Samekj, redeem these three (3) unlocked courses - offer expires in 7 days"
2023-02-01,04:34:20,04h-05h,Wednesday,no-reply@dashlane.com,Dashlane,Please verify your email address
2023-01-31,17:05:53,17h-18h,Tuesday,announce@parallels-universe.com,"Parallels, Inc.",Your Parallels trial has ended.  
2023-01-29,17:05:41,17h-18h,Sunday,announce@parallels-universe.com,"Parallels, Inc.",Your Parallels trial is about to end.  
2023-01-27,13:21:41,13h-14h,Friday,alumnos@soyhenry.com,Henry,Resultados de tu último checkpoint
2023-01-27,15:31:22,15h-16h,Friday,noreply@airtable.com,Airtable,Airtable forms: Your response to Checkpoint - Módulo 5
2023-01-27,10:00:00,10h-11h,Friday,alumnos@soyhenry.com,Alumnos Henry,HENRY- Checkpoint M5 - DATAFT07
2023-01-26,06:52:47,06h-07h,Thursday,linkedin@e.linkedin.com,LinkedIn,"Samekj, thanks for being a valued member"
2023-01-26,14:22:53,14h-15h,Thursday,noreply@airtable.com,Airtable,Airtable forms: Your response to Feedback Módulo
2023-01-25,08:25:33,08h-09h,Wednesday,linkedin@e.linkedin.com,LinkedIn,"Samekj, thanks for being a valued member"
2023-01-25,16:32:09,16h-17h,Wednesday,team@mail.notion.so,Notion Team,Your first week in Notion
2023-01-24,04:30:35,04h-05h,Tuesday,login@w3schools.com,W3schools,Welcome to W3Schools - please verify your email
2023-01-23,17:01:53,17h-18h,Monday,announce@parallels-universe.com,"Parallels, Inc.",Go Pro to get the most out of Parallels!  
2023-01-23,16:32:04,16h-17h,Monday,team@mail.notion.so,Notion Team,"Notion on mobile, Notion on desktop"
2023-01-23,07:54:01,07h-08h,Monday,team@mail.notion.so,Notion Team,Your first week in Notion
2023-01-23,01:10:23,01h-02h,Monday,no-reply@indeed.com,Indeed,Actualizamos las Condiciones del servicio y la Política de privacidad
2023-01-22,01:08:17,01h-02h,Sunday,Daniel@football-data.org,Daniel (football-data.org),Your free API-key for football-data.org
2023-01-21,07:53:59,07h-08h,Saturday,team@mail.notion.so,Notion Team,"Notion on mobile, Notion on desktop"
2023-01-20,15:12:42,15h-16h,Friday,kevin@deepnote.com,Kevin White,You're almost there — jump into Deepnote!
2023-01-19,22:01:05,22h-23h,Thursday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data scientist”
2023-01-19,22:01:05,22h-23h,Thursday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data analyst”
2023-01-19,22:01:05,22h-23h,Thursday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data analyst”
2023-01-19,22:01:05,22h-23h,Thursday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data scientist”
2023-01-19,13:06:12,13h-14h,Thursday,google-noreply@google.com,The Google Account Team,"Samekj, take the next step on your Mac device by confirming your
 Google Account settings"
2023-01-19,21:05:10,21h-22h,Thursday,no-reply@accounts.google.com,Google,Security alert
2023-01-19,19:20:05,19h-20h,Thursday,jobs-noreply@linkedin.com,LinkedIn,Connect with people you know to prepare for your job search
2023-01-19,16:30:17,16h-17h,Thursday,team@mail.notion.so,Notion Team,Add your teammates
2023-01-19,07:53:56,07h-08h,Thursday,team@mail.notion.so,Notion Team,Add your teammates
2023-01-18,22:27:36,22h-23h,Wednesday,messages-noreply@linkedin.com,LinkedIn,Connect with people you know
2023-01-18,21:42:59,21h-22h,Wednesday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data scientist”
2023-01-18,21:42:59,21h-22h,Wednesday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data analyst”
2023-01-18,21:42:59,21h-22h,Wednesday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data scientist”
2023-01-18,21:42:59,21h-22h,Wednesday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,30+ new jobs for “data analyst”
2023-01-18,16:10:03,16h-17h,Wednesday,drive-shares-dm-noreply@google.com,Xiomara Zienkiewicz Oy... (via Google Slides),"Share request for ""Copy of Apocalipsis Tik Tok"""
2023-01-17,17:06:08,17h-18h,Tuesday,announce@parallels-universe.com,"Parallels, Inc.",Get the most out of your Parallels trial.  
2023-01-17,12:55:39,12h-13h,Tuesday,team@mail.notion.so,Notion Team,Your 3 keys for building in Notion
2023-01-17,07:56:22,07h-08h,Tuesday,team@mail.notion.so,Notion Team,You're all set with Notion!
2023-01-17,07:53:53,07h-08h,Tuesday,team@mail.notion.so,Notion Team,Welcome to Notion
2023-01-16,21:46:59,21h-22h,Monday,messages-noreply@linkedin.com,LinkedIn,"Samekj, welcome to LinkedIn"
2023-01-16,21:40:55,21h-22h,Monday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,Samekj: your job alert for data analyst in Europe has been created
2023-01-16,21:40:51,21h-22h,Monday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,"Samekj: your job alert for data scientist in Europe has been
 created"
2023-01-16,21:33:40,21h-22h,Monday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,"samekj: your job alert for data analyst in United States has been
 created"
2023-01-16,21:33:21,21h-22h,Monday,jobalerts-noreply@linkedin.com,LinkedIn Job Alerts,"samekj: your job alert for data scientist in United States has been
 created"
2023-01-16,04:35:47,04h-05h,Monday,announce@parallels-universe.com,,Welcome to Parallels! Your adventure begins today. 
2023-01-13,13:26:55,13h-14h,Friday,alumnos@soyhenry.com,Henry,Resultados de tu último checkpoint
2023-01-13,16:55:10,16h-17h,Friday,noreply@airtable.com,Airtable,Airtable forms: Your response to Checkpoint - Módulo 4
2023-01-13,10:00:00,10h-11h,Friday,alumnos@soyhenry.com,Alumnos Henry,HENRY- Checkpoint M4 - DATAFT07
2023-01-12,11:19:04,11h-12h,Thursday,announcements@databricks.com,Databricks Team,Where are you on the data maturity curve?
2023-01-12,07:44:33,07h-08h,Thursday,news@datastax.com,DataStax,DataStax Unlocks Real-Time AI for All Businesses
2023-01-12,08:18:16,08h-09h,Thursday,eric.hallow@datastax.com,Eric Hallow,Connect to Your Database
2023-01-12,06:51:29,06h-07h,Thursday,hello@datastax.com,DataStax Astra Engineers,Henry has been hibernated
2023-01-11,19:37:35,19h-20h,Wednesday,noreply@databricks.com,Databricks,Welcome to Databricks! Please verify your email address.
2023-01-11,16:32:43,16h-17h,Wednesday,alumnos@soyhenry.com,HENRY,Novedades sobre el reglamento de estudios de Henry
2023-01-10,08:18:15,08h-09h,Tuesday,eric.hallow@datastax.com,Eric from Astra DB,Building Python apps with Astra DB
2023-01-10,07:18:14,07h-08h,Tuesday,eric.hallow@datastax.com,Eric Hallow,Welcome to Astra DB 👋
2023-01-10,06:51:38,06h-07h,Tuesday,hello@datastax.com,DataStax Astra Engineers,Henry successfully created
2023-01-05,20:15:52,20h-21h,Thursday,drive-shares-dm-noreply@google.com,Fernando Alloatti (via Google Docs),"Document shared with you: ""recetasravioles.docx"""
2023-01-04,13:37:36,13h-14h,Wednesday,no-reply@notify.docker.com,Docker,[Docker] You + Docker = Ready for Action
2023-01-04,13:36:55,13h-14h,Wednesday,no-reply@notify.docker.com,Docker,[Docker] Please confirm your email address
2022-12-27,08:03:55,08h-09h,Tuesday,no-reply@indeed.com,Indeed,Aprovecha al máximo tu búsqueda de empleo
2022-12-16,11:27:39,11h-12h,Friday,alumnos@soyhenry.com,Henry,Resultados de tu último checkpoint
2022-12-16,17:46:50,17h-18h,Friday,noreply@airtable.com,Airtable,Your response to Checkpoint - Módulo 3
2022-12-16,09:59:00,09h-10h,Friday,alumnos@soyhenry.com,Alumnos Henry,HENRY- Checkpoint M3 - DATAFT07
2022-12-14,04:22:03,04h-05h,Wednesday,no-reply@registration.edx.org,edX,Password reset completed on edX
2022-12-14,04:20:56,04h-05h,Wednesday,no-reply@registration.edx.org,edX,Password reset on edX
2022-12-06,15:32:39,15h-16h,Tuesday,no-reply@accounts.google.com,Google,Security alert
2022-12-05,13:08:12,13h-14h,Monday,noreply@airtable.com,Airtable,Airtable forms: Your response to Feedback Módulo
2022-12-05,12:34:12,12h-13h,Monday,hola@soyhenry.com,HENRY,Lanzamos modalidad PART TIME de nuestra carrera Data Science 🚀
2022-12-02,20:11:10,20h-21h,Friday,alumnos@soyhenry.com,,Te compartimos la nota de tu examen - HENRY - DATA
2022-12-02,17:12:12,17h-18h,Friday,noreply@airtable.com,Airtable,Airtable forms: Your response to Checkpoint - Módulo 2
2022-12-02,10:00:00,10h-11h,Friday,alumnos@soyhenry.com,Alumnos Henry,HENRY- Checkpoint M2 - DATAFT07
2022-11-29,22:55:10,22h-23h,Tuesday,no-reply@zoom.us,ComunidadNu,Recordatorio: Curso de 
2022-11-24,10:17:38,10h-11h,Thursday,conferencias@envios.maestriasydiplomados.tec.mx,Tecnológico de Monterrey,Maximiza tu perfil profesional de manera práctica y ágil. 😀
2022-11-22,22:55:12,22h-23h,Tuesday,no-reply@zoom.us,ComunidadNu,Recordatorio: Curso de 
2022-11-20,12:32:19,12h-13h,Sunday,admisiones@soyhenry.com,HENRY,5 razones para comenzar tu carrera TI 💻
2022-11-18,15:25:06,15h-16h,Friday,alumnos@soyhenry.com,,Te compartimos la nota de tu examen - HENRY - DATA
2022-11-18,13:32:11,13h-14h,Friday,admisiones@soyhenry.com,,HC Data - Repo
2022-11-18,05:31:26,05h-06h,Friday,noreply@github.com,Juan Daniele,HX-JDaniele invited you to checkpoint-DS-org/CP_07_01
2022-11-18,13:02:10,13h-14h,Friday,admisiones@soyhenry.com,,HC Data - Repo
2022-11-18,05:01:25,05h-06h,Friday,noreply@github.com,Cris Zamorano,HX-CZamorano2 invited you to checkpoint-DS-org/CP_07_01
2022-11-16,12:26:17,12h-13h,Wednesday,admisiones@soyhenry.com,HENRY,¡Estudia con cero costo inicial!
2022-11-15,22:55:15,22h-23h,Tuesday,no-reply@zoom.us,ComunidadNu,Recordatorio: Curso de 
2022-11-13,12:22:18,12h-13h,Sunday,admisiones@soyhenry.com,HENRY,¡Solo ganamos si tú ganas! 🎯
2022-11-11,09:25:14,09h-10h,Friday,teamzoom@zoom.us,Zoom,Top 3 Ways to Secure Your Zoom Meetings
2022-11-10,11:56:04,11h-12h,Thursday,no-reply@email.slackhq.com,Slack,Work in Slack with people outside your company
2022-11-10,12:17:16,12h-13h,Thursday,admisiones@soyhenry.com,HENRY,Nuestros graduados se animaron a cambiar su vida. ¿Qué esperas para cambiar la tuya? 🕝
2022-11-10,08:55:33,08h-09h,Thursday,teamzoom@zoom.us,Zoom,"How to Join, Schedule or Host a Zoom Meeting"
2022-11-09,17:37:14,17h-18h,Wednesday,bpretel@centro.edu.mx,Beatrz Eugenia Pretel Orejuela,Conoce tus opciones de crecimiento profesional en 2023 | CENTRO
2022-11-09,08:25:47,08h-09h,Wednesday,teamzoom@zoom.us,Zoom,Join a Live Training!
2022-11-09,00:08:46,00h-01h,Wednesday,bpretel@centro.edu.mx,Beatrz Eugenia Pretel Orejuela,Casos de xito en visualizacin de datos | Posgrados CENTRO
2022-11-08,12:12:19,12h-13h,Tuesday,admisiones@soyhenry.com,HENRY,Cambia tu vida con Henry 🚀
2022-11-07,20:14:10,20h-21h,Monday,no-reply-5sWxYWFSwMtwerjHpSqLNYno@slack.com,Slack,Slack confirmation code: EVM-O7Y
2022-11-07,17:07:39,17h-18h,Monday,noreply@discord.com,Discord,Verificar 
2022-11-07,13:06:59,13h-14h,Monday,noreply@soyhenry.com,Soy Henry,Email de verificación
2022-11-07,13:02:36,13h-14h,Monday,teamzoom@zoom.us,Zoom,Get Started with Zoom Meetings
2022-11-05,19:53:04,19h-20h,Saturday,no-reply@zoom.us,Gustavo Ferrer,Curso de 
2022-11-05,12:00:00,12h-13h,Saturday,alumnos@soyhenry.com,Alumnos Henry,Inicio Clases Data07 - Lunes 07/11 | 10:00hs GMT -3
2022-11-04,01:36:18,01h-02h,Friday,no-reply@accounts.google.com,Google,Security alert
2022-11-03,11:19:03,11h-12h,Thursday,no-reply@email.slackhq.com,Slack,Easy ways to make Slack notifications work for you
2022-11-02,03:13:54,03h-04h,Wednesday,edX@news.edx.org,edX,Keep learning in Python Basics for Data Science
2022-10-30,22:37:48,22h-23h,Sunday,edX@news.edx.org,edX,Congrats! You're enrolled in Python Basics for Data Science
2022-10-27,19:01:32,19h-20h,Thursday,bpretel@centro.edu.mx,Beatrz Eugenia Pretel Orejuela,Masterclass Visualizar datos del INEGI para descifrar informacin
2022-10-26,10:45:41,10h-11h,Wednesday,no-reply@email.slackhq.com,Slack,Never miss an important message
2022-10-25,10:56:01,10h-11h,Tuesday,no-reply@email.slackhq.com,Slack,Find out why work flows faster in Slack channels
2022-10-25,13:09:58,13h-14h,Tuesday,edX@news.edx.org,edX,Action Required: Confirm your email
2022-10-19,11:20:09,11h-12h,Wednesday,no-reply@email.slackhq.com,Slack,How to add teammates to Slack
2022-10-19,16:57:19,16h-17h,Wednesday,DoNotReply@tutor.com,Tutor.com Provider Management Team,The Classroom Introduction and Interview
2022-10-18,10:28:16,10h-11h,Tuesday,no-reply@email.slackhq.com,Slack,Give your quick reaction using emojis 🎉
2022-10-17,16:23:44,16h-17h,Monday,no-reply@email.slackhq.com,Slack,How to start a conversation in Slack
2022-10-17,14:44:20,14h-15h,Monday,no-reply@slack.com,Slack,Get more done with the Slack desktop app
2022-10-16,04:01:05,04h-05h,Sunday,do_not_reply@tutor.com,DoNotReply,Your Tutor.com Application
2022-10-14,19:53:47,19h-20h,Friday,docusign@docusign.com,DocuSign,¡Bienvenido
2022-10-14,14:44:20,14h-15h,Friday,no-reply-1lqy6v1XzQRL5ts2dN8VvVsa@slack.com,Slack,Henry on Slack: New Account Details
2022-10-14,13:49:43,13h-14h,Friday,no-reply-687uZncZoWsi5awIjW77X0Cy@slack.com,Slack,Erick David Navarro Linares te invitó a trabajar en conjunto en Slack
2022-10-13,19:53:39,19h-20h,Thursday,docusign@docusign.com,DocuSign,Información
2022-10-13,22:42:27,22h-23h,Thursday,no-reply@accounts.google.com,Google,Security alert
2022-10-13,22:40:39,22h-23h,Thursday,no-reply@accounts.google.com,Google,Recovery email verified for your Google Account
2022-10-13,22:40:15,22h-23h,Thursday,no-reply@accounts.google.com,Google,Security alert
2022-10-14,00:37:19,00h-01h,Friday,alumnos@soyhenry.com,HENRY,¡Te damos la bienvenida a Henry!
2022-10-13,22:35:51,22h-23h,Thursday,no-reply@accounts.google.com,Google,Security alert
2022-10-13,22:35:14,22h-23h,Thursday,no-reply@accounts.google.com,Google,2-Step Verification turned on
2022-10-13,15:30:56,15h-16h,Thursday,dse_NA3@docusign.net,,Completado: HENRY - Acuerdo de Ingresos Compartidos EXT
2022-10-13,12:11:45,12h-13h,Thursday,dse_NA3@docusign.net,,HENRY - Acuerdo de Ingresos Compartidos EXT
2022-10-11,22:05:09,22h-23h,Tuesday,alumnos@soyhenry.com,HENRY,¡Bienvenido a HENRY!
2022-10-10,12:02:19,12h-13h,Monday,bpretel@centro.edu.mx,Beatrz Eugenia Pretel Orejuela,Casos de xito en visualizacin de datos | Posgrados CENTRO
2022-10-08,13:10:24,13h-14h,Saturday,noreply@github.com,GitHub,"[GitHub] A first-party GitHub OAuth application has been added to
 your account"
2022-10-08,12:52:32,12h-13h,Saturday,admisiones@soyhenry.com,,HC Data - Repo
2022-10-08,05:52:09,05h-06h,Saturday,noreply@github.com,criszam99,criszam99 invited you to soyHenry/Python-Prep_HC1_016_05
2022-10-08,04:00:47,04h-05h,Saturday,do_not_reply@tutor.com,DoNotReply,Subject Exams are available now
2022-10-08,03:39:46,03h-04h,Saturday,no-reply@slack.com,Slack,You’re almost there — finish installing the desktop app
2022-10-06,22:11:40,22h-23h,Thursday,google-noreply@google.com,The Google Account Team,"Er Samekj, take the next step on your Windows device by confirming
 your Google Account settings"
2022-10-07,05:10:39,05h-06h,Friday,no-reply@accounts.google.com,Google,Security alert
2022-10-04,14:32:39,14h-15h,Tuesday,bpretel@centro.edu.mx,Beatrz Eugenia Pretel Orejuela,Visualizacin y storytelling de los datos  | Posgrados CENTRO
2022-10-04,04:00:34,04h-05h,Tuesday,do_not_reply@tutor.com,DoNotReply,Welcome to Tutor.com!
2022-10-03,20:59:12,20h-21h,Monday,noreply@indeed.com,Turing Inteligencia Artificial,Postulación para Becario Tableau Data Science en Turing Inteligencia Artificial
2022-10-03,10:31:46,10h-11h,Monday,myresume@indeed.com,Indeed,Tu CV está listo en Indeed
2022-10-03,06:19:01,06h-07h,Monday,indeedapply@indeed.com,Postulación vía Indeed,Vista: postulación con Turing Inteligencia Artificial
2022-10-02,00:37:13,00h-01h,Sunday,DoNotReply@tutor.com,Tutor.com Provider Management Team,Account Created Account Created
2022-09-30,23:31:08,23h-24h,Friday,noreply@indeed.com,Confidencial,Postulación para Medios tiempos sin experiencia! en Confidencial
2022-09-30,18:00:30,18h-19h,Friday,talento@alkemy.org,Talento Alkemy,Nuevo Programa de
2022-09-30,17:23:25,17h-18h,Friday,no-reply@slack.com,Slack,Get more done with the Slack desktop app
2022-09-30,13:25:26,13h-14h,Friday,indeedapply@indeed.com,Postulación vía Indeed,Vista: postulación con Confidencial
2022-09-28,21:44:44,21h-22h,Wednesday,operations@mg.latinhire.com,LatinHire,"Online Tutoring Application Instructions - English Test Passed |
 LatinHire"
2022-09-28,08:31:00,08h-09h,Wednesday,operations@latinhire.com,LatinHire,"About your application (Online Tutor - STEM, Business & Computer
 Science) | LatinHire"
2022-09-28,01:09:46,01h-02h,Wednesday,no-reply@indeed.com,Indeed,Enviar un mensaje a Turing Inteligencia Artificial para destacarse
2022-09-28,00:46:47,00h-01h,Wednesday,no-reply@indeed.com,Indeed,Enviar un mensaje a Confidencial para destacarse
2022-09-27,17:30:53,17h-18h,Tuesday,noreply@github.com,GitHub,"[GitHub] Welcome to GitHub, @samekj!"
2022-09-27,10:30:06,10h-11h,Tuesday,noreply@github.com,GitHub,🚀 Your GitHub launch code
2022-09-27,17:27:01,17h-18h,Tuesday,no-reply@accounts.google.com,Google,Security alert
2022-09-27,17:23:26,17h-18h,Tuesday,no-reply-g8i1YcjW84nhqzFfE10le8VA@slack.com,Slack,Henry Data Prep Course on Slack: New Account Details
2022-09-27,17:22:49,17h-18h,Tuesday,no-reply-z3wQU50X1gDxp6iQ3E1f71PF@slack.com,Slack,Confirm your email to join Henry Data Prep Course
2022-09-27,17:20:43,17h-18h,Tuesday,admisiones@mail.soyhenry.com,HENRY,Continúa con tu aplicación a la carrera de Data
2022-09-27,17:05:59,17h-18h,Tuesday,admisiones@mail.soyhenry.com,HENRY,Continúa tu inscripción a la carrera de Data
2022-09-27,10:02:58,10h-11h,Tuesday,google-noreply@google.com,The Google Account Team,"Er Samekj, take the next step on your Windows device by confirming
 your Google Account settings"
2022-09-27,17:01:56,17h-18h,Tuesday,no-reply@accounts.google.com,Google,Security alert
2022-09-27,01:09:45,01h-02h,Tuesday,indeedapply@indeed.com,Postulación vía Indeed,Postulación en Indeed: Becario Tableau Data Science
2022-09-27,00:46:46,00h-01h,Tuesday,indeedapply@indeed.com,Postulación vía Indeed,Postulación en Indeed: Medios tiempos sin experiencia!
2022-09-26,20:10:59,20h-21h,Monday,notification@mg.latinhire.com,LatinHire,Hemos recibido tu postulación
2022-09-10,01:43:10,01h-02h,Saturday,no-reply@accounts.google.com,Google,Help strengthen the security of your Google Account
2022-09-10,03:46:02,03h-04h,Saturday,forms-receipts-noreply@google.com,Formularios de Google,🏆 Premio Kybernus al Liderazgo Social 2022
2022-09-09,17:50:56,17h-18h,Friday,no-reply@accounts.google.com,Google,Security alert
2022-09-04,19:58:42,19h-20h,Sunday,marianacabelloc@gmail.com,Mariana Cabello,Artículo 
2022-09-03,19:30:52,19h-20h,Saturday,googlecommunityteam-noreply@google.com,Google Community Team,"Er Samekj, take the next step by customizing your Google Account"
